title,production_budget,domestic_gross_x,worldwide_gross,studio,genre_ids,original_language,popularity,vote_average,vote_count,date,Year,Month
The Notorious Mr. Bout,,,,,[99],en,0.6,5.4,5.0,2014-01-17,2014.0,1.0
Fugitives,,,,,"[12, 53]",ru,0.6,5.4,4.0,2014-10-28,2014.0,10.0
Meeting Dr. Sun,,,,,"[35, 18]",zh,0.6,5.4,4.0,2014-11-01,2014.0,11.0
Transformers: The Premake,,,,,[],en,0.6,5.3,3.0,2014-06-16,2014.0,6.0
Perceptions,,,,,[],en,0.6,5.3,3.0,2014-10-14,2014.0,10.0
Eddie Pepitone: In Ruins,,,,,[35],en,0.6,5.3,3.0,2014-08-07,2014.0,8.0
Toy Masters,,,,,[99],en,0.6,5.3,3.0,2014-08-16,2014.0,8.0
Bad Guy #2,,,,,"[27, 28, 80]",en,0.6,5.3,2.0,2015-10-16,2015.0,10.0
Alec Mapa: Baby Daddy,,,,,[],en,0.6,5.3,2.0,2014-03-15,2014.0,3.0
Captain Z & the Terror of Leviathan,,,,,[35],en,0.6,5.3,2.0,2014-05-08,2014.0,5.0
Dream Theater: Breaking The Fourth Wall,,,,,[10402],en,0.6,5.3,2.0,2014-09-29,2014.0,9.0
HBO Boxing: Golovkin vs. Geale,,,,,[],en,0.6,5.3,2.0,2014-07-26,2014.0,7.0
Coldblooded,,,,,"[28, 12, 18, 10749]",hr,0.6,5.3,2.0,2014-04-15,2014.0,4.0
The Current: Explore the Healing Powers of the Ocean,,,,,[99],en,0.6,5.3,2.0,2014-02-01,2014.0,2.0
Gaming in Color,,,,,[99],en,0.6,5.3,6.0,2014-04-23,2014.0,4.0
Greg Proops: Live at Musso & Frank,,,,,[35],en,0.6,5.3,2.0,2014-03-13,2014.0,3.0
Paycheck to Paycheck: The Life & Times of Katrina Gilbert,,,,,[99],en,0.6,5.3,2.0,2014-03-17,2014.0,3.0
Bruce Springsteen: Born in the U.S.A. Live in London,,,,,[10402],en,0.6,5.3,2.0,2014-01-13,2014.0,1.0
The Dog Who Saved Easter,,,,,[35],en,0.6,5.2,5.0,2014-04-08,2014.0,4.0
The Hand That Feeds,,,,,[99],en,0.6,5.2,3.0,2014-04-05,2014.0,4.0
Out in the Night,,,,,[99],en,0.6,5.1,4.0,2014-06-12,2014.0,6.0
Watchers of the Sky,,,,,[99],en,0.6,5.1,4.0,2014-01-20,2014.0,1.0
Al Helm: Martin Luther King in Palestine,,,,,"[99, 18, 10402]",en,0.6,5.0,1.0,2014-07-31,2014.0,7.0
Red Butterfly,,,,,"[53, 18, 10749]",en,0.6,5.0,1.0,2014-11-15,2014.0,11.0
Música para Elegidos,,,,,"[27, 14]",es,0.6,5.0,1.0,2014-10-16,2014.0,10.0
Grape Soda,,,,,[18],en,0.6,5.0,2.0,2014-08-15,2014.0,8.0
What Lies Beyond... The Beginning,,,,,"[27, 35]",en,0.6,5.0,1.0,2014-11-07,2014.0,11.0
Live from Space,,,,,"[99, 10770]",en,0.6,5.0,2.0,2014-03-14,2014.0,3.0
Broken Gardenias,,,,,"[35, 18, 10749]",en,0.6,5.0,1.0,2014-06-22,2014.0,6.0
Kowalski,,,,,[80],ro,0.6,5.0,1.0,2014-12-06,2014.0,12.0
Big Boy,,,,,[],en,0.6,5.0,1.0,2014-01-01,2014.0,1.0
Love Me Anyway,,,,,"[18, 10749]",en,0.6,5.0,2.0,2014-01-01,2014.0,1.0
Error in the Ménage,,,,,"[27, 35, 18]",en,0.6,5.0,1.0,2014-02-23,2014.0,2.0
Les Stars,,,,,[],en,0.6,5.0,1.0,2014-01-01,2014.0,1.0
One in a Million,,,,,[],en,0.6,5.0,1.0,2014-01-01,2014.0,1.0
Unoriginal Sin,,,,,[],en,0.6,5.0,1.0,2014-01-01,2014.0,1.0
Looking at the Stars,,,,,[],en,0.6,5.0,1.0,2014-01-01,2014.0,1.0
Never Forgotten,,,,,[],en,0.6,5.0,1.0,2014-01-01,2014.0,1.0
Smuggler,,,,,[],en,0.6,5.0,1.0,2014-01-01,2014.0,1.0
Wandering Rabbi,,,,,[],en,0.6,5.0,1.0,2014-01-01,2014.0,1.0
Little Roar,,,,,[],en,0.6,5.0,1.0,2014-01-01,2014.0,1.0
Felt Up,,,,,[],en,0.6,5.0,1.0,2014-01-01,2014.0,1.0
River Men,,,,,[],en,0.6,5.0,1.0,2014-01-01,2014.0,1.0
Connected by Coffee,,,,,[],en,0.6,5.0,1.0,2014-01-01,2014.0,1.0
Of Dice and Men,,,,,"[35, 18, 14]",en,0.6,5.0,1.0,2014-03-01,2014.0,3.0
Spermicide,,,,,"[53, 35, 80]",en,0.6,5.0,2.0,2014-01-01,2014.0,1.0
Cooped,,,,,"[35, 16]",en,0.6,5.0,1.0,2014-01-01,2014.0,1.0
Platonic Solid,,,,,[],en,0.6,5.0,1.0,2014-03-08,2014.0,3.0
The Scanners Way: Creating the Special Effects in 'Scanners',,,,,[99],en,0.6,5.0,1.0,2014-07-15,2014.0,7.0
L Word Mississippi: Hate the Sin,,,,,[],en,0.6,5.0,1.0,2014-08-08,2014.0,8.0
Send,,,,,[18],en,0.6,5.0,1.0,2014-03-08,2014.0,3.0
Crème Caramel,,,,,[10749],en,0.6,5.0,1.0,2014-05-20,2014.0,5.0
Elegy,,,,,[878],en,0.6,5.0,1.0,2014-09-10,2014.0,9.0
Jaguar,,,,,[35],en,0.6,5.0,1.0,2014-09-21,2014.0,9.0
Unleashed! A Dog Dancing Story,,,,,[],en,0.6,5.0,1.0,2014-02-13,2014.0,2.0
Blind Malice,,,,,[53],en,0.6,5.0,1.0,2014-02-01,2014.0,2.0
Chiaroscuro,,,,,[16],it,0.6,5.0,1.0,2014-05-22,2014.0,5.0
Life After Manson,,,,,"[80, 99]",en,0.6,5.0,2.0,2014-05-14,2014.0,5.0
Service,,,,,"[80, 27]",en,0.6,5.0,1.0,2014-03-22,2014.0,3.0
Targeting,,,,,[18],en,0.6,5.0,1.0,2014-06-03,2014.0,6.0
FUTURESTATES: Code Academy,,,,,[878],en,0.6,5.0,2.0,2014-04-06,2014.0,4.0
F-R-E-E,,,,,[],en,0.6,5.0,1.0,2014-01-01,2014.0,1.0
Back to the Soil,,,,,[],en,0.6,5.0,1.0,2014-01-01,2014.0,1.0
The Haunting of Baylock Residence,,,,,[],en,0.6,5.0,2.0,2014-01-01,2014.0,1.0
Down Here,,,,,"[9648, 80, 18]",en,0.6,5.0,2.0,2014-01-01,2014.0,1.0
The Two Thieves,,,,,[],en,0.6,5.0,1.0,2014-04-01,2014.0,4.0
Hermaphrodite,,,,,[35],en,0.6,5.0,1.0,2014-06-06,2014.0,6.0
The High Five,,,,,[99],en,0.6,5.0,1.0,2014-07-23,2014.0,7.0
Deposit for the Courier,,,,,"[28, 16, 878, 53]",en,0.6,5.0,1.0,2014-07-07,2014.0,7.0
Dark Tarot,,,,,[27],en,0.6,5.0,1.0,2014-08-01,2014.0,8.0
Owned,,,,,[],en,0.6,5.0,1.0,2014-01-14,2014.0,1.0
Apples from the Desert,,,,,[],he,0.6,5.0,2.0,2014-10-25,2014.0,10.0
Polis,,,,,[878],en,0.6,5.0,1.0,2014-11-17,2014.0,11.0
City of Imagination: Kowloon Walled City 20 Years Later,,,,,[99],en,0.6,5.0,1.0,2014-04-02,2014.0,4.0
White Creek,,,,,"[53, 18, 27]",en,0.6,5.0,1.0,2014-07-27,2014.0,7.0
Thank God It's Friday,,,,,[],en,0.6,5.0,1.0,2014-09-02,2014.0,9.0
The Horse Raised by Spheres,,,,,"[35, 16]",en,0.6,5.0,1.0,2014-11-24,2014.0,11.0
The Principle,,,,,[99],en,0.6,5.0,1.0,2014-10-14,2014.0,10.0
Proud Citizen,,,,,[],en,0.6,5.0,1.0,2014-07-27,2014.0,7.0
Fatman: The Quark Knight,,,,,"[28, 35, 878]",de,0.6,5.0,2.0,2014-12-17,2014.0,12.0
Drone Boning,,,,,[],en,0.6,5.0,1.0,2014-11-05,2014.0,11.0
Paper Angels,,,,,[18],en,0.6,5.0,3.0,2014-11-16,2014.0,11.0
Buffalo Juggalos,,,,,[99],en,0.6,5.0,1.0,2014-05-09,2014.0,5.0
Mi niña mi vida,,,,,[],fr,0.6,5.0,1.0,2014-01-17,2014.0,1.0
Crossfire: The Plot that Killed Kennedy,,,,,[],en,0.6,5.0,2.0,2014-10-14,2014.0,10.0
Tyler Perry's Hell Hath No Fury Like a Woman Scorned - The Play,,,,,[35],en,0.6,5.0,4.0,2014-11-25,2014.0,11.0
All Over Brazil,,,,,[18],en,0.6,5.0,1.0,2014-04-24,2014.0,4.0
The DMV Truth,,,,,[],en,0.6,5.0,1.0,2014-02-21,2014.0,2.0
Abducted by Aliens: UFO Encounters of the 4th Kind,,,,,[],en,0.6,5.0,1.0,2014-01-14,2014.0,1.0
Meet the Creeps Volume III,,,,,[],en,0.6,5.0,1.0,2014-04-12,2014.0,4.0
Singular,,,,,"[878, 28]",en,0.6,5.0,2.0,2014-11-03,2014.0,11.0
You Are Your Body / You Are Not Your Body,,,,,[],en,0.6,5.0,1.0,2014-11-11,2014.0,11.0
Feed the Light,,,,,[27],en,0.6,5.0,2.0,2014-04-12,2014.0,4.0
Getting to the Nutcracker,,,,,"[99, 10751]",en,0.6,5.0,1.0,2014-04-05,2014.0,4.0
Fagbug Nation,,,,,[],en,0.6,5.0,1.0,2014-01-01,2014.0,1.0
The Barefoot Artist,,,,,[],en,0.6,5.0,1.0,2014-12-05,2014.0,12.0
The Yank,,,,,[35],en,0.6,5.0,1.0,2014-03-17,2014.0,3.0
Act of Faith,,,,,[18],en,0.6,5.0,1.0,2014-04-01,2014.0,4.0
1 Last Chance at Paradise,,,,,[],en,0.6,5.0,1.0,2014-06-18,2014.0,6.0
Bitter Honey,,,,,"[99, 18]",en,0.6,5.0,1.0,2014-10-03,2014.0,10.0
The Sand Storm,,,,,"[878, 18]",en,0.6,5.0,1.0,2014-08-30,2014.0,8.0
Pay 2 Play: Democracy's High Stakes,,,,,[],en,0.6,5.0,1.0,2014-09-05,2014.0,9.0
3 Scream Queens,,,,,[27],en,0.6,5.0,1.0,2014-11-25,2014.0,11.0
Tired,,,,,"[18, 16, 35]",en,0.6,5.0,2.0,2014-07-26,2014.0,7.0
Lucky Duck,,,,,"[16, 10751]",en,0.6,5.0,1.0,2014-06-20,2014.0,6.0
Underwater Dreams,,,,,"[36, 99]",en,0.6,5.0,1.0,2014-07-11,2014.0,7.0
"Men, Money & Golddiggers",,,,,[],en,0.6,5.0,1.0,2014-01-01,2014.0,1.0
3 Wicked Witches,,,,,"[27, 53]",en,0.6,5.0,2.0,2014-01-01,2014.0,1.0
"Half the Road: The Passion, Pitfalls & Power of Women's Professional Cycling",,,,,[99],en,0.6,5.0,1.0,2014-04-18,2014.0,4.0
The Unity of All Things,,,,,[18],en,0.6,5.0,1.0,2014-04-23,2014.0,4.0
Tomorrow We Disappear,,,,,[99],en,0.6,5.0,1.0,2014-04-19,2014.0,4.0
Kami,,,,,[],en,0.6,5.0,1.0,2014-03-18,2014.0,3.0
Font Men,,,,,[99],en,0.6,5.0,1.0,2014-03-09,2014.0,3.0
Random Stop,,,,,"[28, 80]",en,0.6,5.0,1.0,2014-03-12,2014.0,3.0
Rocky and Bullwinkle,,,,,[],en,0.6,5.0,1.0,2014-10-14,2014.0,10.0
Uneasy Lies the Mind,,,,,[],en,0.6,5.0,1.0,2014-03-14,2014.0,3.0
Beauty Factory,,,,,[99],en,0.6,5.0,1.0,2014-02-20,2014.0,2.0
Yakona,,,,,[99],en,0.6,5.0,1.0,2014-03-11,2014.0,3.0
Falcon Song,,,,,[],en,0.6,5.0,1.0,2014-03-31,2014.0,3.0
Hanna Ranch,,,,,[99],en,0.6,5.0,1.0,2014-05-16,2014.0,5.0
What Now? Remind Me,,,,,"[18, 99]",pt,0.6,5.0,2.0,2014-08-08,2014.0,8.0
Dangerous Acts Starring the Unstable Elements of Belarus,,,,,[99],en,0.6,5.0,1.0,2014-01-01,2014.0,1.0
Time Goes by Like a Roaring Lion,,,,,[99],en,0.6,5.0,2.0,2014-04-15,2014.0,4.0
Finding the Funk,,,,,[],en,0.6,5.0,1.0,2014-01-31,2014.0,1.0
Papirosen,,,,,[99],en,0.6,5.0,1.0,2014-01-24,2014.0,1.0
Hank and Asha,,,,,"[35, 10749]",en,0.6,5.0,3.0,2014-04-11,2014.0,4.0
Growing Up and Other Lies,,,,,[35],en,0.6,4.9,5.0,2014-04-26,2014.0,4.0
Breastmilk,,,,,"[99, 18]",en,0.6,4.8,3.0,2014-05-07,2014.0,5.0
Default,,,,,"[9648, 53]",en,0.6,4.8,2.0,2014-10-17,2014.0,10.0
Jackie Kashian: This Will Make An Excellent Horcrux,,,,,[35],en,0.6,4.8,2.0,2014-04-01,2014.0,4.0
Mumfie's Quest The Movie,,,,,"[16, 12, 10751]",en,0.6,4.8,2.0,2014-01-01,2014.0,1.0
The Trip to Bountiful,,,,,"[18, 10770]",en,0.6,4.7,5.0,2014-03-08,2014.0,3.0
Peter de Rome: Grandfather of Gay Porn,,,,,[99],en,0.6,4.7,3.0,2014-09-13,2014.0,9.0
Blank: A Vinylmation Love Story,,,,,"[12, 10751, 16, 10749]",en,0.6,4.7,3.0,2014-02-14,2014.0,2.0
Gone Doggy Gone,,,,,"[12, 35]",en,0.6,4.6,4.0,2014-04-04,2014.0,4.0
Apparition of Evil,,,,,[27],en,0.6,4.6,5.0,2014-10-07,2014.0,10.0
Evil Mexican Child,,,,,[],en,0.6,4.5,2.0,2014-12-07,2014.0,12.0
The War I Knew,,,,,"[28, 18, 10752]",en,0.6,4.5,2.0,2014-04-05,2014.0,4.0
Downshift,,,,,"[18, 28]",en,0.6,4.5,2.0,2014-08-06,2014.0,8.0
Mineral,,,,,"[35, 27]",en,0.6,4.5,4.0,2014-10-11,2014.0,10.0
Not Another Zombie Movie....About the Living Dead,,,,,[],en,0.6,4.5,2.0,2014-10-31,2014.0,10.0
Squared,,,,,"[10749, 35]",en,0.6,4.5,2.0,2014-09-20,2014.0,9.0
All Hell Breaks Loose,,,,,"[28, 27, 35]",en,0.6,4.5,2.0,2014-12-07,2014.0,12.0
Blue Tide,,,,,[],en,0.6,4.5,1.0,2014-05-11,2014.0,5.0
The Unrideables 2,,,,,[99],en,0.6,4.5,1.0,2014-11-28,2014.0,11.0
Lyle,,,,,"[27, 18]",en,0.6,4.5,2.0,2014-07-28,2014.0,7.0
Time to Kill,,,,,"[28, 27, 35]",en,0.6,4.5,2.0,2014-03-21,2014.0,3.0
Fishtail,,,,,[99],en,0.6,4.5,2.0,2014-04-17,2014.0,4.0
Jenny McCarthy's Dirty Sexy Funny,,,,,[35],en,0.6,4.5,3.0,2014-02-14,2014.0,2.0
Jake's Road,,,,,"[53, 28, 27]",en,0.6,4.4,4.0,2014-09-23,2014.0,9.0
American Weapon,,,,,"[27, 53]",en,0.6,4.4,8.0,2014-03-01,2014.0,3.0
Christmas Grace,,,,,[],en,0.6,4.3,3.0,2014-10-07,2014.0,10.0
Red Kingdom Rising,,,,,[27],en,0.6,4.3,3.0,2014-04-28,2014.0,4.0
Bats of the Round Table,,,,,[99],en,0.6,4.3,2.0,2014-12-04,2014.0,12.0
The Gamers: Natural One,,,,,"[35, 14]",en,0.6,4.3,2.0,2014-08-14,2014.0,8.0
Linar,,,,,[99],ru,0.6,4.3,2.0,2014-02-27,2014.0,2.0
Godzilla: Force of Nature,,,,,[99],en,0.6,4.0,1.0,2014-09-16,2014.0,9.0
Fairfield,,,,,"[27, 18, 53]",en,0.6,4.0,1.0,2014-11-02,2014.0,11.0
Shhhh,,,,,[27],en,0.6,4.0,2.0,2015-01-28,2015.0,1.0
"Tsunamis, du mythe à la réalité",,,,,[99],fr,0.6,4.0,1.0,2014-01-01,2014.0,1.0
Meltdown,,,,,"[35, 27, 878]",en,0.6,4.0,1.0,2014-08-16,2014.0,8.0
The Hellion,,,,,"[53, 27, 18]",en,0.6,4.0,1.0,2014-10-30,2014.0,10.0
"June, Adrift",,,,,"[18, 35]",en,0.6,4.0,1.0,2014-06-28,2014.0,6.0
Chikara You Only Live Twice,,,,,[],en,0.6,4.0,1.0,2014-05-25,2014.0,5.0
Post it,,,,,[35],en,0.6,4.0,3.0,2014-04-25,2014.0,4.0
My Dad,,,,,[16],en,0.6,4.0,1.0,2014-01-01,2014.0,1.0
Young Americans,,,,,"[80, 18]",en,0.6,4.0,2.0,2014-03-22,2014.0,3.0
The Big Fat Stone,,,,,[18],en,0.6,4.0,1.0,2014-01-01,2014.0,1.0
Creepers,,,,,[],en,0.6,4.0,1.0,2014-10-01,2014.0,10.0
Where's The Love?,,,,,[],en,0.6,4.0,1.0,2014-05-03,2014.0,5.0
The House Behind the Wall,,,,,[],en,0.6,4.0,1.0,2014-12-30,2014.0,12.0
Bleaching Black Culture,,,,,[99],en,0.6,4.0,1.0,2014-09-30,2014.0,9.0
Shock Attack,,,,,"[27, 878]",en,0.6,4.0,2.0,2014-03-07,2014.0,3.0
Rest Days,,,,,[],en,0.6,4.0,1.0,2014-01-01,2014.0,1.0
4 Nights in the Hamptons,,,,,[],en,0.6,4.0,2.0,2014-09-20,2014.0,9.0
Bachelors Grove,,,,,[27],en,0.6,4.0,1.0,2014-07-04,2014.0,7.0
My Uncle is the Green River Killer,,,,,[],en,0.6,4.0,1.0,2014-12-03,2014.0,12.0
Get Dead,,,,,"[35, 27]",en,0.6,4.0,1.0,2014-12-05,2014.0,12.0
A Diary of a First-grader Mom,,,,,"[10749, 10751, 18]",ru,0.6,4.0,1.0,2014-12-02,2014.0,12.0
How To Clone A Woolly Mammoth,,,,,[99],en,0.6,4.0,1.0,2014-11-29,2014.0,11.0
Monster of Golden Gate,,,,,[],en,0.6,4.0,1.0,2014-05-17,2014.0,5.0
The War Within,,,,,"[14, 18]",pt,0.6,4.0,2.0,2014-03-14,2014.0,3.0
Knightmare,,,,,[],en,0.6,4.0,1.0,2014-11-18,2014.0,11.0
First Kiss,,,,,[],en,0.6,4.0,2.0,2014-03-10,2014.0,3.0
God the Father,,,,,[99],en,0.6,4.0,1.0,2014-10-31,2014.0,10.0
Semper Fight,,,,,[],en,0.6,4.0,1.0,2014-07-04,2014.0,7.0
Thick As a Brick Live in Iceland,,,,,[10402],en,0.6,4.0,2.0,2014-08-25,2014.0,8.0
Is This El Chapo?,,,,,[99],en,0.6,4.0,2.0,2014-08-29,2014.0,8.0
All My Friends - Celebrating the Songs & Voice of Gregg Allman,,,,,[10402],en,0.6,4.0,2.0,2014-05-06,2014.0,5.0
Spacehog: Summerland 2014,,,,,[10402],en,0.6,4.0,2.0,2014-06-26,2014.0,6.0
Wings: Sky Force Heroes,,,,,"[35, 16, 12]",en,0.6,4.0,2.0,2014-07-08,2014.0,7.0
The Caretakers,,,,,"[27, 53]",en,0.6,4.0,1.0,2014-06-28,2014.0,6.0
Candid,,,,,[],en,0.6,4.0,2.0,2014-05-20,2014.0,5.0
PMS Cop,,,,,[27],en,0.6,4.0,3.0,2014-02-21,2014.0,2.0
Four Seasons,,,,,[],en,0.6,4.0,1.0,2014-01-01,2014.0,1.0
Sheriff of Contention,,,,,[],en,0.6,4.0,1.0,2014-04-08,2014.0,4.0
Ceasefire Massacre,,,,,[99],en,0.6,4.0,1.0,2014-04-29,2014.0,4.0
Johnny Winter: Down & Dirty,,,,,[99],en,0.6,4.0,1.0,2014-03-12,2014.0,3.0
The Activist,,,,,[53],en,0.6,4.0,2.0,2014-03-07,2014.0,3.0
I Put a Hit on You,,,,,"[35, 10749, 53]",en,0.6,4.0,3.0,2014-01-18,2014.0,1.0
Slaughterhouse,,,,,"[53, 27, 9648]",pt,0.6,4.0,2.0,2014-10-31,2014.0,10.0
The Lock In,,,,,"[99, 14, 27]",en,0.6,3.8,3.0,2014-01-09,2014.0,1.0
"Oliver, Stoned.",,,,,[35],en,0.6,3.8,7.0,2014-03-20,2014.0,3.0
The Martial Arts Kid,,,,,"[10751, 28]",en,0.6,3.8,2.0,2014-01-01,2014.0,1.0
Dave Matthews & Tim Reynolds - Farm Aid Live,,,,,[10402],it,0.6,3.8,2.0,2014-09-13,2014.0,9.0
In The House of Flies,,,,,[53],en,0.6,3.8,4.0,2014-05-19,2014.0,5.0
Thr33 Days Dead,,,,,"[28, 27]",en,0.6,3.7,5.0,2014-11-11,2014.0,11.0
The Offering,,,,,[],en,0.6,3.7,3.0,2014-11-03,2014.0,11.0
Breakaway,,,,,[53],en,0.6,3.5,1.0,2014-10-20,2014.0,10.0
Hello,,,,,[],en,0.6,3.5,1.0,2014-01-01,2014.0,1.0
Eternal Damn Nation,,,,,"[53, 27, 28]",en,0.6,3.5,2.0,2014-03-19,2014.0,3.0
Action Bill,,,,,[16],en,0.6,3.5,1.0,2014-04-06,2014.0,4.0
Missing William,,,,,[18],en,0.6,3.5,2.0,2014-03-07,2014.0,3.0
Water Wars,,,,,"[878, 28]",en,0.6,3.5,2.0,2014-01-01,2014.0,1.0
Against the Grain,,,,,[],en,0.6,3.5,2.0,2014-01-14,2014.0,1.0
Wonderland,,,,,[],en,0.6,3.3,3.0,2014-10-14,2014.0,10.0
Guardian,,,,,"[28, 80]",id,0.6,3.3,4.0,2014-05-31,2014.0,5.0
One More Time for the Camera,,,,,[],en,0.6,3.0,1.0,2014-02-02,2014.0,2.0
Merle Haggard: In Performance,,,,,[10402],en,0.6,3.0,1.0,2014-02-11,2014.0,2.0
Untitled Document,,,,,[35],en,0.6,3.0,1.0,2014-10-09,2014.0,10.0
Kung Fu Brother,,,,,[28],en,0.6,3.0,1.0,2014-06-18,2014.0,6.0
Slit Mouth Woman in LA,,,,,"[9648, 28, 27]",en,0.6,3.0,2.0,2014-11-12,2014.0,11.0
Dinner,,,,,[],en,0.6,3.0,2.0,2014-10-27,2014.0,10.0
Cut Her Out,,,,,"[27, 53]",en,0.6,3.0,1.0,2014-09-27,2014.0,9.0
Tales of Poe,,,,,[27],en,0.6,3.0,2.0,2014-01-01,2014.0,1.0
Expressway to Your Skull,,,,,"[53, 27]",en,0.6,3.0,1.0,2014-07-27,2014.0,7.0
Dreadtime Stories,,,,,[27],en,0.6,3.0,2.0,2014-11-15,2014.0,11.0
Tales of the Supernatural,,,,,"[14, 9648, 27]",en,0.6,3.0,1.0,2014-10-17,2014.0,10.0
The Gays,,,,,[],en,0.6,3.0,1.0,2014-02-25,2014.0,2.0
Haunters,,,,,[],en,0.6,3.0,1.0,2014-11-15,2014.0,11.0
Camp Massacre,,,,,"[27, 35]",en,0.6,3.0,2.0,2014-04-12,2014.0,4.0
Now Hiring,,,,,"[10751, 28, 35]",en,0.6,3.0,1.0,2014-03-15,2014.0,3.0
By God's Grace,,,,,[],en,0.6,3.0,2.0,2014-11-02,2014.0,11.0
Merely Players,,,,,[],en,0.6,3.0,1.0,2014-12-16,2014.0,12.0
Field Freak,,,,,[],en,0.6,3.0,4.0,2014-12-31,2014.0,12.0
"Gore, Quebec",,,,,"[53, 27]",en,0.6,3.0,2.0,2014-10-14,2014.0,10.0
Out to Kill,,,,,"[18, 9648]",en,0.6,3.0,4.0,2014-07-01,2014.0,7.0
24 Hours,,,,,[],en,0.6,3.0,1.0,2014-07-25,2014.0,7.0
The Legend of Six Fingers,,,,,[27],en,0.6,3.0,2.0,2014-06-24,2014.0,6.0
Chilling Visions: 5 States of Fear,,,,,[],en,0.6,3.0,2.0,2014-07-11,2014.0,7.0
The First Wave,,,,,[27],en,0.6,3.0,1.0,2014-01-10,2014.0,1.0
Could This Be Love?,,,,,[10749],en,0.6,3.0,2.0,2014-05-27,2014.0,5.0
Mercy Rule,,,,,[],en,0.6,2.8,3.0,2014-01-26,2014.0,1.0
NSFW: Not Safe for Work,,,,,"[35, 18, 10749]",en,0.6,2.8,5.0,2014-03-24,2014.0,3.0
Super Sleuths,,,,,[],en,0.6,2.8,2.0,2014-12-04,2014.0,12.0
Watch Me Die,,,,,[27],en,0.6,2.7,3.0,2014-06-17,2014.0,6.0
Paranormal Retreat,,,,,[],en,0.6,2.7,3.0,2014-07-10,2014.0,7.0
Beaster Day: Here Comes Peter Cottonhell,,,,,"[35, 27]",en,0.6,2.6,5.0,2014-04-01,2014.0,4.0
Cinema Purgatorio,,,,,[35],en,0.6,2.5,1.0,2014-06-01,2014.0,6.0
Alien Hunger,,,,,"[35, 27, 878]",en,0.6,2.5,2.0,2014-08-11,2014.0,8.0
The Window,,,,,"[80, 9648, 53]",en,0.6,2.5,2.0,2014-06-09,2014.0,6.0
Bury,,,,,[],en,0.6,2.5,2.0,2014-01-01,2014.0,1.0
The Warp,,,,,[],en,0.6,2.5,2.0,2014-01-01,2014.0,1.0
A Field Full of Secrets,,,,,[99],en,0.6,2.5,2.0,2014-12-02,2014.0,12.0
Bongo: Killer Clown,,,,,[],en,0.6,2.5,2.0,2014-07-01,2014.0,7.0
Arkham Sanitarium: Soul Eater,,,,,[],en,0.6,2.5,2.0,2014-02-07,2014.0,2.0
Killervision,,,,,[],en,0.6,2.5,2.0,2014-07-01,2014.0,7.0
Boobs,,,,,[99],en,0.6,2.3,2.0,2014-10-14,2014.0,10.0
As Night Comes,,,,,"[18, 80]",en,0.6,2.1,5.0,2014-11-14,2014.0,11.0
The Making of Frozen,,,,,[10751],en,0.6,2.0,1.0,2014-03-18,2014.0,3.0
Permanent,,,,,"[28, 80, 18, 9648, 53]",en,0.6,2.0,1.0,2014-07-12,2014.0,7.0
Stranglehold,,,,,"[53, 18, 878]",en,0.6,2.0,1.0,2014-05-01,2014.0,5.0
A Reason,,,,,[],en,0.6,2.0,1.0,2014-06-01,2014.0,6.0
White Dwarf,,,,,"[18, 35]",en,0.6,2.0,1.0,2014-01-01,2014.0,1.0
The Bloody Indulgent,,,,,"[10402, 35, 27]",en,0.6,2.0,1.0,2014-08-11,2014.0,8.0
Bikini Swamp Girl Massacre,,,,,"[35, 27]",en,0.6,2.0,3.0,2014-04-29,2014.0,4.0
Dark Disciple,,,,,[53],en,0.6,2.0,1.0,2014-10-17,2014.0,10.0
Alongside Night,,,,,[],en,0.6,2.0,1.0,2014-01-01,2014.0,1.0
Der Ritter,,,,,[],en,0.6,2.0,1.0,2014-01-01,2014.0,1.0
The Record Keeper,,,,,"[878, 14]",en,0.6,2.0,1.0,2014-09-26,2014.0,9.0
Bandit and the Saints of Dogwood,,,,,[10751],en,0.6,2.0,1.0,2014-07-09,2014.0,7.0
Pretty Rosebud,,,,,[],en,0.6,2.0,2.0,2014-01-01,2014.0,1.0
Eaten Alive,,,,,[99],en,0.6,2.0,1.0,2014-12-07,2014.0,12.0
Blessid,,,,,[18],en,0.6,2.0,1.0,2014-11-24,2014.0,11.0
College Musical,,,,,"[35, 10402]",en,0.6,2.0,1.0,2014-09-03,2014.0,9.0
Cynthia,,,,,[27],en,0.6,2.0,1.0,2014-07-09,2014.0,7.0
The Dead and the Damned 2,,,,,[],en,0.6,2.0,1.0,2014-10-14,2014.0,10.0
Sledge,,,,,[27],en,0.6,2.0,1.0,2014-09-02,2014.0,9.0
Honeyspider,,,,,"[53, 27]",en,0.6,2.0,1.0,2014-10-18,2014.0,10.0
Dysmorphia,,,,,"[35, 27, 878]",en,0.6,2.0,2.0,2014-08-26,2014.0,8.0
The Addicted,,,,,[27],en,0.6,2.0,2.0,2014-01-01,2014.0,1.0
Sinbad: Make Me Wanna Holla,,,,,[35],en,0.6,2.0,1.0,2014-04-01,2014.0,4.0
Ace Wonder,,,,,"[12, 10751, 9648]",en,0.6,2.0,1.0,2014-05-13,2014.0,5.0
Masterchef,,,,,[],en,0.6,2.0,1.0,2014-01-21,2014.0,1.0
4Play,,,,,[35],en,0.6,2.0,1.0,2014-02-11,2014.0,2.0
Night of the Dolls,,,,,[],en,0.6,2.0,1.0,2014-06-13,2014.0,6.0
